time,x-rotation,y-rotation,z-rotation
927.040,-0.126,0.396,0.004
927.080,-0.145,0.396,-0.004
927.120,-0.145,0.400,-0.015
927.160,-0.107,0.393,0.004
927.200,-0.130,0.381,-0.011
927.240,-0.111,0.393,-0.008
927.280,-0.114,0.385,0.030
927.320,-0.133,0.385,0.042
927.360,-0.141,0.412,0.034
927.400,-0.103,0.385,0.050
927.440,-0.084,0.351,0.027
927.480,-0.111,0.373,-0.046
927.520,-0.126,0.389,0.015
927.560,-0.122,0.373,0.027
927.600,-0.088,0.419,0.050
927.640,-0.088,0.389,0.050
927.680,-0.133,0.434,0.023
927.720,-0.145,0.396,0.008
927.760,-0.137,0.396,0.004
927.800,-0.168,0.408,-0.004
927.840,-0.130,0.396,-0.023
927.880,-0.111,0.358,0.000
927.920,-0.076,0.385,0.011
927.960,-0.080,0.415,-0.011
928.000,-0.122,0.354,0.019
928.040,-0.168,0.396,0.053
928.080,-0.118,0.396,0.034
928.120,-0.095,0.400,-0.042
928.160,-0.099,0.419,0.030
928.200,-0.103,0.400,0.004
928.240,-0.111,0.393,-0.061
928.280,-0.095,0.400,0.000
928.320,-0.164,0.408,0.038
928.360,-0.141,0.400,-0.008
928.400,-0.114,0.377,-0.011
928.440,-0.114,0.393,0.023
928.480,-0.126,0.415,0.008
928.520,-0.065,0.408,0.015
928.560,-0.046,0.431,0.019
928.600,-0.130,0.423,0.053
928.640,-0.145,0.415,0.008
928.680,-0.130,0.377,-0.015
928.720,-0.114,0.423,0.046
928.760,-0.130,0.423,0.000
928.800,-0.130,0.389,0.004
928.840,-0.095,0.393,0.038
928.880,-0.145,0.423,0.053
928.920,-0.145,0.412,0.027
928.960,-0.126,0.370,0.019
929.000,-0.099,0.400,-0.027
929.040,-0.103,0.396,0.008
929.080,-0.130,0.408,-0.011
929.120,-0.133,0.358,-0.004
929.160,-0.122,0.381,0.038
929.200,-0.111,0.400,-0.027
929.240,-0.107,0.362,-0.011
929.280,-0.137,0.381,0.050
929.320,-0.145,0.431,-0.004
929.360,-0.175,0.343,-0.011
929.400,-0.156,0.351,0.004
929.440,-0.095,0.373,0.053
929.480,-0.114,0.434,0.015
929.520,-0.137,0.427,-0.038
929.560,-0.137,0.377,0.046
929.600,-0.152,0.389,0.023
929.640,-0.160,0.412,-0.011
929.680,-0.152,0.358,-0.019
929.720,-0.149,0.396,0.053
929.760,-0.187,0.377,0.053
929.800,-0.137,0.396,0.027
929.840,-0.072,0.419,0.046
929.880,-0.099,0.408,-0.008
929.920,-0.130,0.377,0.004
929.960,-0.122,0.377,0.023
930.000,-0.107,0.400,0.015
930.040,-0.084,0.377,0.000
930.080,-0.061,0.373,0.004
930.120,-0.080,0.415,0.011
930.160,-0.038,0.370,0.008
930.200,-0.126,0.389,0.008
930.240,-0.137,0.393,0.030
930.280,-0.114,0.404,0.004
930.320,-0.103,0.396,0.015
930.360,-0.168,0.412,0.053
930.400,-0.122,0.404,-0.011
930.440,-0.095,0.404,0.027
930.480,-0.095,0.381,0.023
930.520,-0.103,0.385,0.004
930.560,-0.107,0.404,0.008
930.600,-0.126,0.354,0.023
930.640,-0.107,0.377,0.038
930.680,-0.126,0.385,0.004
930.720,-0.111,0.431,0.004
930.760,-0.107,0.408,0.038
930.800,-0.118,0.393,0.042
930.840,-0.099,0.393,0.004
930.880,-0.118,0.377,0.042
930.920,-0.133,0.389,0.004
930.960,-0.126,0.404,0.030
931.000,-0.084,0.358,0.008
931.040,-0.076,0.404,0.004
931.080,-0.126,0.400,0.019
931.120,-0.065,0.423,0.015
931.160,-0.091,0.366,0.011
931.200,-0.122,0.381,0.065
931.240,-0.053,0.431,0.008
931.280,-0.084,0.389,-0.004
931.320,-0.130,0.427,0.053
931.360,-0.099,0.423,0.053
931.400,-0.126,0.404,-0.011
931.440,-0.111,0.393,-0.008
931.480,-0.099,0.393,0.023
931.520,-0.103,0.427,0.038
931.560,-0.126,0.419,0.023
931.600,-0.084,0.415,-0.027
931.640,-0.122,0.408,0.027
931.680,-0.095,0.377,0.030
931.720,-0.099,0.412,0.023
931.760,-0.099,0.412,0.050
931.800,-0.107,0.412,0.011
931.840,-0.126,0.354,0.004
931.880,-0.133,0.358,0.023
931.920,-0.095,0.404,0.038
931.960,-0.111,0.396,0.004
932.000,-0.130,0.423,0.004
932.040,-0.137,0.389,0.008
932.080,-0.103,0.385,-0.015
932.120,-0.118,0.396,0.008
932.160,-0.145,0.423,0.011
932.200,-0.107,0.423,0.008
932.240,-0.076,0.389,0.015
932.280,-0.114,0.438,-0.030
932.320,-0.141,0.408,-0.015
932.360,-0.111,0.381,0.034
932.400,-0.114,0.381,0.046
932.440,-0.141,0.362,0.004
932.480,-0.126,0.381,-0.008
932.520,-0.103,0.389,0.000
932.560,-0.122,0.381,0.008
932.600,-0.095,0.313,0.011
932.640,-0.126,0.427,0.027
932.680,-0.126,0.404,-0.042
932.720,-0.130,0.373,-0.015
932.760,-0.130,0.408,0.015
932.800,-0.137,0.408,0.034
932.840,-0.122,0.419,-0.004
932.880,-0.133,0.362,0.015
932.920,-0.111,0.373,0.015
932.960,-0.107,0.412,0.027
933.000,-0.130,0.415,0.015
933.040,-0.137,0.408,-0.008
933.080,-0.114,0.373,0.038
933.120,-0.141,0.419,0.015
933.160,-0.103,0.450,0.030
933.200,-0.114,0.385,0.050
933.240,-0.111,0.385,0.019
933.280,-0.091,0.354,-0.008
933.320,-0.091,0.385,-0.004
933.360,-0.137,0.419,-0.015
933.400,-0.168,0.404,-0.019
933.440,-0.118,0.412,0.011
933.480,-0.072,0.423,0.050
933.520,-0.118,0.389,0.015
933.560,-0.145,0.396,0.042
933.600,-0.099,0.412,0.015
933.640,-0.076,0.412,-0.011
933.680,-0.080,0.373,0.019
933.720,-0.141,0.412,0.030
933.760,-0.141,0.415,0.015
933.800,-0.095,0.404,0.019
933.840,-0.107,0.396,0.011
933.880,-0.149,0.351,0.015
933.920,-0.160,0.377,0.061
933.960,-0.065,0.404,0.042
934.000,-0.084,0.412,-0.004
934.040,-0.126,0.400,-0.015
934.080,-0.130,0.393,0.011
934.120,-0.141,0.373,0.000
934.160,-0.091,0.370,0.004
934.200,-0.111,0.400,0.011
934.240,-0.149,0.423,0.004
934.280,-0.145,0.404,0.004
934.320,-0.103,0.358,0.038
934.360,-0.072,0.393,-0.008
934.400,-0.171,0.393,-0.015
934.440,-0.156,0.381,0.015
934.480,-0.141,0.404,0.038
934.520,-0.130,0.335,0.034
934.560,-0.168,0.366,0.011
934.600,-0.126,0.442,0.042
934.640,-0.118,0.385,0.053
934.680,-0.122,0.377,0.015
934.720,-0.111,0.370,-0.027
934.760,-0.149,0.373,-0.030
934.800,-0.126,0.354,0.050
934.840,-0.114,0.377,0.034
934.880,-0.084,0.427,-0.008
934.920,-0.103,0.400,0.034
934.960,-0.164,0.381,0.019
935.000,-0.152,0.370,0.034
935.040,-0.141,0.389,0.019
935.080,-0.099,0.381,0.030
935.120,-0.091,0.377,0.015
935.160,-0.111,0.431,0.019
935.200,-0.122,0.408,0.011
935.240,-0.130,0.404,0.011
935.280,-0.179,0.438,0.050
935.320,-0.152,0.419,0.046
935.360,-0.111,0.412,0.038
935.400,-0.137,0.408,0.015
935.440,-0.095,0.431,0.008
935.480,-0.133,0.404,-0.011
935.520,-0.156,0.389,0.019
935.560,-0.126,0.393,-0.034
935.600,-0.088,0.381,-0.042
935.640,-0.137,0.404,0.011
935.680,-0.137,0.415,0.004
935.720,-0.053,0.347,0.023
935.760,-0.103,0.393,0.038
935.800,-0.099,0.389,-0.004
935.840,-0.152,0.404,0.027
935.880,-0.156,0.389,0.046
935.920,-0.160,0.362,0.042
935.960,-0.168,0.385,0.015
936.000,-0.126,0.404,0.004
936.040,-0.069,0.381,0.023
936.080,-0.111,0.370,0.034
936.120,-0.080,0.412,0.046
936.160,-0.091,0.358,0.030
936.200,-0.133,0.419,-0.015
936.240,-0.130,0.347,0.053
936.280,-0.118,0.339,0.030
936.320,-0.130,0.385,-0.053
936.360,-0.111,0.389,0.061
936.400,-0.091,0.419,0.076
936.440,-0.149,0.423,-0.004
936.480,-0.122,0.415,0.019
936.520,-0.076,0.381,0.065
936.560,-0.122,0.362,-0.008
936.600,-0.156,0.393,-0.023
936.640,-0.111,0.423,0.023
936.680,-0.099,0.354,0.030
936.720,-0.088,0.362,-0.027
936.760,-0.145,0.404,-0.011
936.800,-0.114,0.404,0.027
936.840,-0.160,0.408,0.034
936.880,-0.152,0.385,0.042
936.920,-0.091,0.385,0.019
936.960,-0.046,0.442,0.046
937.000,-0.080,0.358,0.046
937.040,-0.133,0.328,-0.053
937.080,-0.168,0.385,-0.023
937.120,-0.080,0.419,0.042
937.160,-0.133,0.373,0.034
937.200,-0.171,0.385,-0.027
937.240,-0.091,0.396,0.008
937.280,-0.133,0.400,0.008
937.320,-0.095,0.404,0.000
937.360,-0.111,0.423,-0.019
937.400,-0.130,0.385,0.030
937.440,-0.095,0.408,-0.004
937.480,-0.145,0.419,0.023
937.520,-0.141,0.454,0.084
937.560,-0.095,0.454,0.027
937.600,-0.095,0.415,0.023
937.640,-0.122,0.358,0.030
937.680,-0.122,0.370,0.011
937.720,-0.114,0.377,-0.034
937.760,-0.137,0.354,0.008
937.800,-0.095,0.404,0.000
937.840,-0.133,0.358,0.008
937.880,-0.168,0.393,0.065
937.920,-0.137,0.404,0.042
937.960,-0.133,0.370,0.034
938.000,-0.141,0.404,0.008
938.040,-0.053,0.400,0.000
938.080,-0.072,0.450,0.038
938.120,-0.141,0.419,0.000
938.160,-0.118,0.408,0.008
938.200,-0.103,0.446,0.019
938.240,-0.168,0.431,0.023
938.280,-0.099,0.381,-0.004
938.320,-0.103,0.381,-0.015
938.360,-0.156,0.381,-0.015
938.400,-0.133,0.400,0.000
938.440,-0.103,0.438,0.008
938.480,-0.137,0.393,0.042
938.520,-0.168,0.373,0.046
938.560,-0.133,0.404,0.027
938.600,-0.133,0.385,-0.008
938.640,-0.107,0.408,0.004
938.680,-0.137,0.408,0.004
938.720,-0.126,0.438,0.023
938.760,-0.091,0.373,0.069
938.800,-0.088,0.385,0.008
938.840,-0.152,0.400,0.004
938.880,-0.141,0.373,0.038
938.920,-0.103,0.400,0.034
938.960,-0.057,0.408,0.034
939.000,-0.088,0.423,0.030
939.040,-0.107,0.408,0.030
939.080,-0.099,0.385,-0.011
939.120,-0.156,0.385,0.027
939.160,-0.141,0.408,0.027
939.200,-0.118,0.404,-0.023
939.240,-0.118,0.400,0.042
939.280,-0.118,0.427,0.019
939.320,-0.076,0.408,0.030
939.360,-0.145,0.419,0.019
939.400,-0.122,0.434,-0.004
939.440,-0.126,0.396,0.015
939.480,-0.133,0.385,0.030
939.520,-0.156,0.400,0.030
939.560,-0.114,0.385,0.061
939.600,-0.111,0.404,0.046
939.640,-0.130,0.389,-0.011
939.680,-0.126,0.412,-0.008
939.720,-0.080,0.412,0.008
939.760,-0.122,0.393,0.004
939.800,-0.114,0.412,0.019
939.840,-0.095,0.393,0.038
939.880,-0.061,0.404,0.027
939.920,-0.114,0.389,0.038
939.960,-0.114,0.423,0.011
940.000,-0.130,0.438,0.034
940.040,-0.084,0.419,0.076
940.080,-0.130,0.381,0.046
940.120,-0.099,0.408,0.034
940.160,-0.137,0.431,0.042
940.200,-0.111,0.408,0.000
940.240,-0.107,0.400,0.008
940.280,-0.141,0.389,-0.004
940.320,-0.114,0.381,-0.004
940.360,-0.111,0.419,0.011
940.400,-0.114,0.434,0.030
940.440,-0.088,0.385,0.042
940.480,-0.103,0.385,0.011
940.520,-0.091,0.389,0.019
940.560,-0.133,0.370,0.042
940.600,-0.118,0.385,0.004
940.640,-0.114,0.362,0.019
940.680,-0.099,0.343,0.019
940.720,-0.099,0.377,-0.019
940.760,-0.122,0.404,0.015
940.800,-0.141,0.393,0.019
940.840,-0.084,0.358,0.011
940.880,-0.130,0.389,-0.011
940.920,-0.156,0.400,-0.023
940.960,-0.145,0.389,0.019
941.000,-0.114,0.400,0.034
941.040,-0.133,0.370,0.030
941.080,-0.137,0.377,-0.004
941.120,-0.130,0.427,0.065
941.160,-0.088,0.400,-0.008
941.200,-0.088,0.404,-0.011
941.240,-0.133,0.377,0.023
941.280,-0.084,0.389,0.053
941.320,-0.099,0.412,0.008
941.360,-0.111,0.404,0.000
941.400,-0.149,0.404,0.050
941.440,-0.156,0.393,-0.004
941.480,-0.107,0.427,-0.030
941.520,-0.118,0.415,0.057
941.560,-0.111,0.415,0.046
941.600,-0.103,0.393,-0.027
941.640,-0.130,0.385,-0.004
941.680,-0.145,0.408,0.076
941.720,-0.126,0.381,0.027
941.760,-0.103,0.412,0.027
941.800,-0.141,0.408,0.019
941.840,-0.099,0.408,-0.008
941.880,-0.137,0.389,0.034
941.920,-0.133,0.412,0.034
941.960,-0.099,0.419,0.000
942.000,-0.091,0.373,0.027
942.040,-0.137,0.400,0.015
942.080,-0.126,0.385,0.008
942.120,-0.114,0.385,0.011
942.160,-0.133,0.408,0.004
942.200,-0.171,0.438,0.015
942.240,-0.099,0.446,0.000
942.280,-0.088,0.389,0.000
942.320,-0.156,0.442,0.057
942.360,-0.137,0.427,0.019
942.400,-0.107,0.400,-0.008
942.440,-0.111,0.347,0.023
942.480,-0.137,0.434,0.008
942.520,-0.137,0.434,0.019
942.560,-0.168,0.400,0.015
942.600,-0.191,0.385,0.011
942.640,-0.156,0.381,0.061
942.680,-0.111,0.412,0.050
942.720,-0.145,0.400,0.046
942.760,-0.149,0.400,0.038
942.800,-0.122,0.427,0.030
942.840,-0.099,0.354,0.027
942.880,-0.149,0.339,-0.023
942.920,-0.091,0.423,0.000
942.960,-0.099,0.415,0.015
943.000,-0.088,0.408,0.023
943.040,-0.114,0.366,0.038
943.080,-0.160,0.404,0.023
943.120,-0.114,0.419,-0.019
943.160,-0.099,0.393,-0.019
943.200,-0.114,0.419,0.023
943.240,-0.160,0.415,0.042
943.280,-0.091,0.393,0.023
943.320,-0.091,0.408,0.050
943.360,-0.179,0.419,-0.004
943.400,-0.111,0.393,0.042
943.440,-0.118,0.404,-0.004
943.480,-0.095,0.415,0.034
943.520,-0.091,0.389,0.011
943.560,-0.130,0.400,0.042
943.600,-0.126,0.431,-0.034
943.640,-0.099,0.446,-0.023
943.680,-0.137,0.404,0.004
943.720,-0.141,0.366,0.038
943.760,-0.111,0.412,0.053
943.800,-0.107,0.408,0.011
943.840,-0.130,0.373,0.034
943.880,-0.107,0.408,0.027
943.920,-0.107,0.377,0.038
943.960,-0.126,0.400,0.030
944.000,-0.095,0.408,0.050
944.040,-0.069,0.385,0.019
944.080,-0.122,0.377,-0.008
944.120,-0.111,0.377,0.000
944.160,-0.137,0.377,0.027
944.200,-0.145,0.396,0.027
944.240,-0.118,0.389,0.023
944.280,-0.114,0.393,0.065
944.320,-0.160,0.381,0.030
944.360,-0.126,0.400,-0.027
944.400,-0.137,0.412,0.004
944.440,-0.118,0.423,0.053
944.480,-0.133,0.415,0.050
944.520,-0.145,0.434,0.019
944.560,-0.114,0.377,-0.008
944.600,-0.126,0.373,0.023
944.640,-0.114,0.442,0.004
944.680,-0.107,0.431,-0.011
944.720,-0.114,0.419,0.023
944.760,-0.160,0.404,-0.019
944.800,-0.137,0.370,0.015
944.840,-0.091,0.377,0.034
944.880,-0.099,0.393,0.027
944.920,-0.114,0.400,0.011
944.960,-0.130,0.396,0.008
945.000,-0.133,0.438,0.027
945.040,-0.145,0.431,0.011
945.080,-0.137,0.396,0.027
945.120,-0.118,0.404,0.011
945.160,-0.111,0.415,0.015
945.200,-0.130,0.404,0.030
945.240,-0.118,0.381,0.076
945.280,-0.080,0.400,0.015
945.320,-0.080,0.442,-0.030
945.360,-0.111,0.446,0.034
945.400,-0.107,0.385,0.004
945.440,-0.084,0.351,0.030
945.480,-0.149,0.385,0.004
945.520,-0.122,0.442,-0.004
945.560,-0.072,0.396,-0.015
945.600,-0.103,0.366,0.030
945.640,-0.118,0.381,0.042
945.680,-0.126,0.393,0.019
945.720,-0.126,0.385,0.019
945.760,-0.156,0.373,0.004
945.800,-0.141,0.377,0.046
945.840,-0.164,0.370,0.011
945.880,-0.122,0.381,-0.015
945.920,-0.126,0.396,0.008
945.960,-0.099,0.400,0.030
946.000,-0.130,0.400,0.038
946.040,-0.171,0.427,0.004
946.080,-0.088,0.389,0.030
946.120,-0.080,0.393,0.053
946.160,-0.156,0.389,0.061
946.200,-0.141,0.385,0.072
946.240,-0.156,0.393,0.053
946.280,-0.171,0.389,0.027
946.320,-0.145,0.381,-0.008
946.360,-0.111,0.438,0.004
946.400,-0.152,0.396,-0.008
946.440,-0.095,0.396,0.011
946.480,-0.091,0.404,0.015
946.520,-0.130,0.389,0.030
946.560,-0.137,0.377,0.004
946.600,-0.095,0.408,0.011
946.640,-0.126,0.415,-0.011
946.680,-0.118,0.446,0.046
946.720,-0.126,0.408,0.057
946.760,-0.130,0.419,0.030
946.800,-0.107,0.415,0.050
946.840,-0.160,0.389,0.019
946.880,-0.133,0.408,-0.015
946.920,-0.099,0.423,-0.019
946.960,-0.103,0.412,0.004
947.000,-0.145,0.415,0.015
947.040,-0.141,0.419,0.011
947.080,-0.126,0.385,0.053
947.120,-0.122,0.370,0.046
947.160,-0.099,0.404,0.027
947.200,-0.111,0.393,0.019
947.240,-0.088,0.389,0.061
947.280,-0.126,0.408,0.072
947.320,-0.118,0.423,0.008
947.360,-0.171,0.381,-0.015
947.400,-0.095,0.377,0.034
947.440,-0.160,0.408,0.038
947.480,-0.126,0.427,0.053
947.520,-0.111,0.408,-0.011
947.560,-0.099,0.400,0.008
947.600,-0.130,0.408,0.023
947.640,-0.114,0.423,-0.004
947.680,-0.103,0.423,-0.027
947.720,-0.137,0.412,-0.004
947.760,-0.145,0.396,-0.008
947.800,-0.152,0.408,-0.008
947.840,-0.072,0.480,0.027
947.880,-0.137,0.423,0.042
947.920,-0.152,0.404,0.023
947.960,-0.080,0.431,-0.023
948.000,-0.053,0.438,-0.019
948.040,-0.091,0.400,-0.004
948.080,-0.122,0.408,0.030
948.120,-0.095,0.400,-0.034
948.160,-0.137,0.393,0.000
948.200,-0.149,0.400,0.042
948.240,-0.133,0.396,0.015
948.280,-0.160,0.381,0.000
948.320,-0.145,0.412,0.023
948.360,-0.107,0.423,0.038
948.400,-0.091,0.400,0.030
948.440,-0.111,0.373,0.023
948.480,-0.114,0.377,0.011
948.520,-0.145,0.404,0.034
948.560,-0.149,0.423,0.011
948.600,-0.122,0.377,0.019
948.640,-0.072,0.400,0.004
948.680,-0.122,0.408,0.011
948.720,-0.126,0.434,0.004
948.760,-0.164,0.423,0.038
948.800,-0.206,0.396,0.011
948.840,-0.152,0.389,0.023
948.880,-0.160,0.385,0.023
948.920,-0.114,0.427,0.046
948.960,-0.095,0.427,0.011
949.000,-0.118,0.389,-0.019
949.040,-0.183,0.404,0.004
949.080,-0.145,0.389,0.011
949.120,-0.149,0.408,0.042
949.160,-0.114,0.431,0.015
949.200,-0.126,0.419,0.030
949.240,-0.152,0.385,0.057
949.280,-0.130,0.396,0.011
949.320,-0.103,0.454,0.050
949.360,-0.103,0.415,0.027
949.400,-0.126,0.415,0.015
949.440,-0.133,0.408,0.008
949.480,-0.164,0.385,0.046
949.520,-0.164,0.400,0.057
949.560,-0.130,0.412,0.046
949.600,-0.141,0.393,0.023
949.640,-0.099,0.393,0.057
949.680,-0.118,0.408,0.019
949.720,-0.137,0.351,-0.011
949.760,-0.160,0.412,-0.019
949.800,-0.133,0.431,0.008
949.840,-0.122,0.366,0.015
949.880,-0.095,0.381,-0.065
949.920,-0.118,0.415,-0.004
949.960,-0.137,0.408,0.050
950.000,-0.164,0.400,0.004
950.040,-0.164,0.492,0.011
950.080,-0.103,0.373,0.023
950.120,-0.091,0.480,0.019
950.160,-0.191,0.434,0.008
950.200,-0.118,0.446,0.023
950.240,-0.118,0.446,0.103
950.280,-0.118,0.332,0.000
950.320,-0.168,0.438,-0.053
950.360,-0.057,0.377,0.030
950.400,-0.019,0.362,0.057
950.440,-0.111,0.358,-0.015
950.480,-0.095,0.370,-0.015
950.520,-0.088,0.423,0.038
950.560,-0.114,0.431,0.019
950.600,-0.111,0.438,-0.030
950.640,-0.103,0.419,0.000
950.680,-0.141,0.423,-0.011
950.720,-0.130,0.423,0.004
950.760,-0.133,0.446,0.008
950.800,-0.171,0.393,0.023
950.840,-0.160,0.400,-0.011
950.880,-0.122,0.408,0.042
950.920,-0.084,0.427,0.030
950.960,-0.145,0.415,0.042
951.000,-0.183,0.412,0.046
951.040,-0.141,0.370,0.034
951.080,-0.114,0.400,-0.008
951.120,-0.080,0.400,0.000
951.160,-0.114,0.400,-0.004
951.200,-0.160,0.396,0.011
951.240,-0.145,0.408,0.034
951.280,-0.126,0.362,0.008
951.320,-0.118,0.393,-0.050
951.360,-0.160,0.385,0.030
951.400,-0.137,0.385,0.080
951.440,-0.130,0.404,0.023
951.480,-0.164,0.404,0.019
951.520,-0.168,0.358,-0.004
951.560,-0.164,0.412,0.015
951.600,-0.168,0.393,0.046
951.640,-0.156,0.438,0.050
951.680,-0.168,0.396,0.004
951.720,-0.107,0.393,-0.038
951.760,-0.133,0.408,0.027
951.800,-0.156,0.423,0.042
951.840,-0.126,0.427,0.027
951.880,-0.152,0.373,0.030
951.920,-0.118,0.404,0.034
951.960,-0.095,0.393,0.038
952.000,-0.130,0.412,0.042
952.040,-0.126,0.427,0.030
952.080,-0.122,0.415,0.011
952.120,-0.095,0.393,-0.038
952.160,-0.122,0.419,0.023
952.200,-0.118,0.442,0.042
952.240,-0.137,0.442,0.027
952.280,-0.114,0.419,0.019
952.320,-0.126,0.381,0.065
952.360,-0.168,0.423,0.011
952.400,-0.114,0.400,0.019
952.440,-0.118,0.381,0.042
952.480,-0.137,0.366,0.023
952.520,-0.145,0.389,0.015
952.560,-0.156,0.408,0.027
952.600,-0.145,0.400,0.038
952.640,-0.145,0.381,0.034
952.680,-0.171,0.404,-0.008
952.720,-0.149,0.373,-0.008
952.760,-0.160,0.446,0.023
952.800,-0.133,0.415,-0.008
952.840,-0.133,0.358,0.004
952.880,-0.137,0.377,0.030
952.920,-0.130,0.400,0.019
952.960,-0.164,0.469,0.030
953.000,-0.156,0.412,0.030
953.040,-0.133,0.358,0.038
953.080,-0.118,0.370,0.019
953.120,-0.137,0.400,0.019
953.160,-0.111,0.385,-0.011
953.200,-0.111,0.381,0.019
953.240,-0.141,0.427,-0.004
953.280,-0.114,0.385,0.019
953.320,-0.122,0.389,0.034
953.360,-0.137,0.396,-0.023
953.400,-0.164,0.419,0.030
953.440,-0.133,0.423,0.042
953.480,-0.133,0.381,-0.019
953.520,-0.088,0.373,-0.019
953.560,-0.149,0.377,0.053
953.600,-0.152,0.419,0.053
953.640,-0.122,0.385,0.015
953.680,-0.107,0.377,-0.015
953.720,-0.088,0.457,0.000
953.760,-0.080,0.404,-0.004
953.800,-0.160,0.404,0.015
953.840,-0.164,0.442,0.019
953.880,-0.126,0.389,0.004
953.920,-0.122,0.438,0.057
953.960,-0.175,0.381,0.011
954.000,-0.145,0.377,0.027
954.040,-0.156,0.438,0.061
954.080,-0.171,0.415,0.053
954.120,-0.088,0.408,0.015
954.160,-0.061,0.393,0.069
954.200,-0.118,0.377,0.050
954.240,-0.111,0.393,-0.019
954.280,-0.084,0.354,0.030
954.320,-0.126,0.354,0.046
954.360,-0.156,0.404,0.030
954.400,-0.152,0.442,0.011
954.440,-0.122,0.393,0.004
954.480,-0.118,0.370,0.019
954.520,-0.141,0.377,0.030
954.560,-0.137,0.454,0.015
954.600,-0.076,0.427,0.000
954.640,-0.149,0.408,0.038
954.680,-0.107,0.400,0.023
954.720,-0.107,0.408,-0.004
954.760,-0.160,0.423,0.004
954.800,-0.118,0.408,0.027
954.840,-0.122,0.404,0.046
954.880,-0.095,0.389,0.057
954.920,-0.160,0.393,0.019
954.960,-0.187,0.385,0.000
955.000,-0.133,0.419,0.019
955.040,-0.130,0.385,0.015
955.080,-0.088,0.396,-0.015
955.120,-0.084,0.484,0.023
955.160,-0.133,0.438,0.061
955.200,-0.133,0.427,0.004
955.240,-0.137,0.370,0.038
955.280,-0.152,0.400,0.076
955.320,-0.122,0.404,0.015
955.360,-0.118,0.385,0.019
955.400,-0.130,0.412,0.019
955.440,-0.080,0.404,0.030
955.480,-0.095,0.412,0.038
955.520,-0.133,0.385,0.015
955.560,-0.171,0.427,0.023
955.600,-0.141,0.408,0.023
955.640,-0.099,0.400,0.011
955.680,-0.069,0.404,0.019
955.720,-0.111,0.385,0.019
955.760,-0.164,0.385,0.042
955.800,-0.133,0.423,0.019
955.840,-0.137,0.434,-0.019
955.880,-0.145,0.412,0.019
955.920,-0.171,0.423,0.057
955.960,-0.145,0.415,0.095
956.000,-0.111,0.381,0.023
956.040,-0.156,0.347,0.038
956.080,-0.145,0.385,0.065
956.120,-0.114,0.396,0.011
956.160,-0.149,0.370,0.011
956.200,-0.122,0.389,0.057
956.240,-0.137,0.396,0.034
956.280,-0.130,0.412,-0.019
956.320,-0.118,0.370,0.015
956.360,-0.103,0.373,0.019
956.400,-0.149,0.404,0.004
956.440,-0.095,0.381,0.072
956.480,-0.122,0.408,0.038
956.520,-0.156,0.415,0.000
956.560,-0.141,0.393,-0.019
956.600,-0.156,0.385,0.019
956.640,-0.149,0.373,0.046
956.680,-0.179,0.389,0.038
956.720,-0.126,0.415,0.023
956.760,-0.160,0.377,0.004
956.800,-0.126,0.404,-0.011
956.840,-0.152,0.438,0.008
956.880,-0.126,0.431,0.015
956.920,-0.145,0.415,0.057
956.960,-0.122,0.446,0.057
957.000,-0.103,0.423,0.034
957.040,-0.194,0.377,0.038
957.080,-0.141,0.415,0.008
957.120,-0.122,0.415,-0.027
957.160,-0.164,0.400,0.015
957.200,-0.118,0.434,0.034
957.240,-0.065,0.419,0.038
957.280,-0.053,0.423,-0.011
957.320,-0.149,0.381,-0.004
957.360,-0.137,0.370,0.011
957.400,-0.114,0.370,0.042
957.440,-0.122,0.389,0.011
957.480,-0.141,0.419,0.000
957.520,-0.152,0.396,0.034
957.560,-0.122,0.393,0.015
957.600,-0.111,0.415,0.008
957.640,-0.122,0.381,0.023
957.680,-0.137,0.377,-0.011
957.720,-0.137,0.373,0.015
957.760,-0.152,0.400,-0.008
957.800,-0.171,0.385,0.023
957.840,-0.130,0.358,0.042
957.880,-0.111,0.400,-0.015
957.920,-0.122,0.393,0.004
957.960,-0.111,0.412,0.023
958.000,-0.187,0.400,0.011
958.040,-0.122,0.366,0.015
958.080,-0.076,0.423,0.000
958.120,-0.111,0.423,0.023
958.160,-0.137,0.385,0.038
958.200,-0.133,0.385,0.015
958.240,-0.088,0.408,0.004
958.280,-0.118,0.412,0.023
958.320,-0.099,0.377,0.000
958.360,-0.091,0.373,-0.004
958.400,-0.095,0.347,0.027
958.440,-0.084,0.393,0.000
958.480,-0.065,0.381,0.011
958.520,-0.114,0.415,0.011
958.560,-0.122,0.434,0.061
958.600,-0.160,0.419,0.019
958.640,-0.149,0.412,0.015
958.680,-0.141,0.419,0.015
958.720,-0.175,0.385,0.019
958.760,-0.130,0.385,0.042
958.800,-0.130,0.412,0.053
958.840,-0.152,0.423,-0.023
958.880,-0.099,0.427,-0.004
958.920,-0.160,0.393,0.042
958.960,-0.130,0.404,0.030
959.000,-0.088,0.389,0.027
959.040,-0.088,0.427,0.050
959.080,-0.141,0.400,-0.030
959.120,-0.126,0.450,0.034
959.160,-0.122,0.415,0.091
959.200,-0.145,0.412,0.050
959.240,-0.076,0.393,-0.004
959.280,-0.133,0.377,0.011
959.320,-0.141,0.412,-0.038
959.360,-0.107,0.400,0.023
959.400,-0.107,0.381,0.015
959.440,-0.145,0.393,-0.004
959.480,-0.114,0.389,0.046
